histidine-AccQ; Formula; C16H15N5O3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; Tgt RT;2.54; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; RT tolerance;0.2; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; m/z tolerance;15; ppm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; Abundance metric; EicCoreArea; (20.0 % threshold);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;;;; Ion Abundance;;;;;;;;;;;;;;;;;; Corrected Abundance Percentages;;;;;;;;;;;;;;;;;; Summary Statistics;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;;;;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;Abund;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;Abund;%; %; % Fractional;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;037_A20.d;3.218;425938;104981;179;4119;0;0;0;0;0;0;0;0;0;0;0;0;0;535217;95.12;4.32;0;0.56;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.12;4.88;0.38;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;038_QC_2.d;3.222;2738140;617790;76630;10130;4337;0;0;0;0;0;0;0;0;0;0;0;0;3447026;96.93;2.92;0;0.03;0.12;0;0;0;0;0;0;0;0;0;0;0;0;100;96.93;3.07;0.22;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;039_A21.d;3.214;4880624;1111080;115244;22998;4450;0;0;0;0;0;1984;0;0;0;0;1428;0;6137807;96.73;3.02;0;0.13;0.04;0;0;0;0;0;0.04;0;0;0;0;0.03;0;100;96.73;3.27;0.28;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;040_A22.d;3.217;5145574;1214635;170283;27345;0;0;0;0;0;0;0;0;0;8235;0;0;0;6566071;95.73;3.94;0;0.16;0;0;0;0;0;0;0;0;0;0.17;0;0;0;100;95.73;4.27;0.42;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;041_A23.d;3.217;2349431;539864;76025;16125;0;0;0;0;0;0;0;0;0;0;0;0;0;2981446;96.31;3.37;0;0.32;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.31;3.69;0.27;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;042_A24.d;3.216;2416546;557890;72714;12769;0;0;0;0;0;0;0;0;0;0;0;0;0;3059918;96.4;3.43;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.4;3.6;0.25;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;043_A25.d;3.215;4625307;1064288;100746;25280;281;0;1515;0;0;0;0;0;0;0;0;0;0;5817417;96.56;3.22;0;0.19;0;0;0.03;0;0;0;0;0;0;0;0;0;0;100;96.56;3.44;0.25;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;044_A26.d;3.218;3684888;843192;119077;10687;3751;0;0;0;0;0;0;0;0;0;0;0;0;4661594;96.64;3.28;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0;0;100;96.64;3.36;0.22;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;045_A27.d;3.213;4409112;1027258;103038;15118;4450;0;0;0;0;0;0;0;0;0;0;0;0;5558976;96.42;3.51;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0;0;100;96.42;3.58;0.24;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;046_A28.d;3.213;3350229;813502;101365;18823;0;0;0;0;0;0;0;0;0;0;0;0;0;4283919;95.32;4.51;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.32;4.68;0.31;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;047_A29.d;3.216;3695643;879190;100629;23831;3393;0;0;0;0;0;0;0;0;0;0;0;0;4702686;95.7;4.01;0;0.27;0.01;0;0;0;0;0;0;0;0;0;0;0;0;100;95.7;4.3;0.31;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;048_A30.d;3.223;4937757;1222469;165351;30678;4507;2252;0;0;0;0;0;0;0;0;0;0;0;6363013;94.75;4.98;0;0.22;0.02;0.03;0;0;0;0;0;0;0;0;0;0;0;100;94.75;5.25;0.37;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;049_QC_3.d;3.223;2607765;641506;97906;15499;4524;0;0;0;0;0;0;0;0;0;0;0;0;3367201;94.69;4.86;0.18;0.16;0.1;0;0;0;0;0;0;0;0;0;0;0;0;100;94.69;5.31;0.38;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;050_A31.d;3.223;1502741;306329;41002;0;4653;0;0;0;0;0;0;0;0;0;0;0;0;1854725;98.86;0.85;0;0;0.29;0;0;0;0;0;0;0;0;0;0;0;0;100;98.86;1.14;0.13;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;051_A32.d;3.219;2816878;647041;71624;12355;0;0;0;0;0;0;0;0;0;0;0;0;0;3547898;96.67;3.25;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.67;3.33;0.22;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;052_A33.d;3.214;1309957;272323;34562;9885;0;0;0;0;0;0;0;0;0;0;0;0;0;1626726;98.33;1.23;0;0.45;0;0;0;0;0;0;0;0;0;0;0;0;0;100;98.33;1.67;0.16;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;053_A34.d;3.209;1366617;292718;38705;5231;0;0;0;2199;0;0;0;0;0;0;0;0;0;1705470;97.91;1.86;0;0.07;0;0;0;0.17;0;0;0;0;0;0;0;0;0;100;97.91;2.09;0.2;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;054_A35.d;3.221;2840467;692512;73415;17415;0;0;0;0;0;0;0;0;0;0;0;0;0;3623809;95.26;4.52;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.26;4.74;0.32;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;055_A36.d;3.215;1900055;438243;58395;11837;0;2690;0;0;0;0;0;0;0;0;0;0;0;2411220;96.19;3.41;0;0.26;0;0.13;0;0;0;0;0;0;0;0;0;0;0;100;96.19;3.81;0.3;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;056_A37.d;3.217;2027332;430394;67748;14724;1870;0;0;0;0;0;0;0;0;0;0;0;0;2542068;97.58;1.68;0.38;0.35;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.58;2.42;0.22;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;057_A38.d;3.225;2047659;484641;62992;7038;0;0;0;0;0;0;0;0;0;0;0;0;0;2602330;96.03;3.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.03;3.97;0.25;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;058_A39.d;3.23;2647391;611055;144006;3371;6368;0;0;0;0;0;0;0;0;0;0;0;0;3412190;94.49;3.37;1.98;0;0.16;0;0;0;0;0;0;0;0;0;0;0;0;100;94.49;5.51;0.5;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;059_A40.d;3.229;1843267;420216;59578;13123;1991;0;0;0;0;0;0;0;0;0;1368;0;0;2339543;96.34;3.2;0;0.36;0.02;0;0;0;0;0;0;0;0;0;0.08;0;0;100;96.34;3.66;0.34;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;060_QC_4.d;3.229;2577616;659993;113117;19624;6510;0;0;0;2041;0;0;0;0;0;0;0;0;3378901;93.22;5.73;0.6;0.22;0.15;0;0;0;0.08;0;0;0;0;0;0;0;0;100;93.22;6.78;0.55;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;061_A41.d;3.224;880566;154961;6738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1042265;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;062_A42.d;3.23;1097824;237999;29513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1365336;97.93;2.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;97.93;2.07;0.13;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;063_A43.d;3.228;1266492;252944;23846;1066;2599;0;0;0;0;0;0;0;0;0;0;0;0;1546948;99.51;0.31;0;0;0.18;0;0;0;0;0;0;0;0;0;0;0;0;100;99.51;0.49;0.07;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;064_A44.d;3.237;1201804;242104;34481;3949;3863;0;0;0;0;0;0;0;0;0;0;0;0;1486202;98.94;0.63;0.12;0.02;0.29;0;0;0;0;0;0;0;0;0;0;0;0;100;98.94;1.06;0.13;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;065_A45.d;3.233;338032;97069;16028;3387;0;0;0;0;0;0;0;0;0;5939;0;0;0;460456;89.17;8.29;0.37;0.39;0;0;0;0;0;0;0;0;0;1.78;0;0;0;100;89.17;10.83;2.08;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;066_A46.d;3.234;624596;153745;15550;4138;0;0;0;0;0;0;0;0;0;0;0;0;0;798030;95.03;4.71;0;0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.03;4.97;0.34;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;067_A47.d;3.224;1207574;255931;52067;8291;0;0;0;0;0;0;0;0;0;0;0;0;0;1523863;96.9;1.62;1.35;0.13;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.9;3.1;0.29;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;068_A48.d;3.241;1146797;245727;73738;13797;0;0;0;0;0;0;0;0;0;0;0;0;0;1480059;94.65;1.76;3.32;0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.65;5.35;0.57;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;069_A49.d;3.229;893837;193423;36462;9988;0;0;0;0;0;0;0;0;0;0;0;0;0;1133709;96.34;2.05;1.02;0.59;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.34;3.66;0.37;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;070_A50.d;3.236;1185941;292294;45902;2815;4330;0;0;0;0;0;0;0;0;0;0;0;0;1531282;94.54;4.9;0.25;0;0.31;0;0;0;0;0;0;0;0;0;0;0;0;100;94.54;5.46;0.42;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;071_QC_5.d;3.226;2627473;636446;103324;16134;5498;0;0;0;0;0;0;0;0;0;0;0;0;3388875;94.8;4.5;0.42;0.15;0.13;0;0;0;0;0;0;0;0;0;0;0;0;100;94.8;5.2;0.4;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;072_A51.d;3.227;2819670;712779;85415;0;3677;0;0;0;0;1897;0;0;0;0;0;0;0;3623437;94.46;5.38;0;0;0.09;0;0;0;0;0.07;0;0;0;0;0;0;0;100;94.46;5.54;0.4;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;073_A52.d;3.232;3076197;695094;100178;14570;3512;0;0;0;0;0;0;0;0;0;0;0;0;3889550;96.75;3.01;0.06;0.12;0.06;0;0;0;0;0;0;0;0;0;0;0;0;100;96.75;3.25;0.23;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;074_A53.d;3.227;3481272;771618;104999;14869;4359;0;0;0;0;0;0;0;0;0;0;0;0;4377116;97.24;2.59;0;0.09;0.08;0;0;0;0;0;0;0;0;0;0;0;0;100;97.24;2.76;0.2;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;075_A54.d;3.23;6452561;1322611;169353;26648;6963;0;0;0;0;0;0;0;0;0;0;0;0;7978136;98.86;0.95;0;0.12;0.06;0;0;0;0;0;0;0;0;0;0;0;0;100;98.86;1.14;0.1;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;076_A55.d;3.232;4769670;1093616;120878;14251;4183;0;1402;0;0;0;0;0;0;0;0;0;0;6004000;96.71;3.21;0;0;0.06;0;0.03;0;0;0;0;0;0;0;0;0;0;100;96.71;3.29;0.23;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;077_A56.d;3.226;4207552;942061;130308;3716;3847;0;0;0;0;0;0;0;0;0;0;0;0;5287484;97.13;2.81;0;0;0.06;0;0;0;0;0;0;0;0;0;0;0;0;100;97.13;2.87;0.19;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;078_A57.d;3.231;3891989;929593;106994;20915;0;1811;0;0;0;0;0;0;0;0;0;0;0;4951302;95.7;4.11;0;0.16;0;0.04;0;0;0;0;0;0;0;0;0;0;0;100;95.7;4.3;0.3;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;079_A58.d;3.233;2516993;625424;91631;14226;0;0;0;0;0;0;0;0;0;0;0;0;0;3248274;94.72;5.11;0.02;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.72;5.28;0.35;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;080_A59.d;3.226;4043032;999618;137334;18252;4381;0;0;0;1714;0;0;0;0;5371;0;0;0;5209702;94.74;4.96;0;0.06;0.06;0;0;0;0.04;0;0;0;0;0.14;0;0;0;100;94.74;5.26;0.47;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;081_A60.d;3.23;2518163;581568;137948;0;5695;0;0;0;0;0;0;0;0;0;0;0;0;3243374;94.48;3.38;1.99;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0;100;94.48;5.52;0.5;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;082_QC_6.d;3.226;2618362;645606;90218;17415;5531;0;0;0;0;0;0;0;0;0;2197;0;0;3379329;94.62;4.9;0;0.26;0.13;0;0;0;0;0;0;0;0;0;0.09;0;0;100;94.62;5.38;0.47;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;083_A61.d;3.23;1423162;296396;35695;0;0;0;0;0;0;0;0;0;0;2603;0;0;0;1757855;98.56;1.23;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;100;98.56;1.44;0.24;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;084_A62.d;3.233;1539908;367559;45283;5920;0;0;0;0;0;0;0;0;0;0;0;0;0;1958669;95.86;4.13;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.86;4.14;0.26;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;085_A63.d;3.236;1846734;468378;97689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2412801;93.13;5.48;1.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;93.13;6.87;0.52;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;086_A64.d;3.229;2496516;626709;132693;22456;5137;0;0;0;0;0;0;0;0;0;0;0;0;3283509;92.93;5.22;1.56;0.2;0.09;0;0;0;0;0;0;0;0;0;0;0;0;100;92.93;7.07;0.58;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;087_A65.d;3.224;1215530;269106;63855;14284;0;0;0;0;0;0;0;0;0;0;0;0;0;1562775;95.02;2.48;2.06;0.44;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.02;4.98;0.5;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;088_A66.d;3.223;1339720;293857;73499;12858;0;0;0;0;0;0;0;0;0;0;0;0;0;1719935;95.19;2.28;2.34;0.19;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.19;4.81;0.47;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;089_A67.d;3.232;1420717;334905;75076;15971;6785;0;0;0;0;0;0;0;0;0;0;0;0;1853454;93.67;3.81;1.81;0.4;0.32;0;0;0;0;0;0;0;0;0;0;0;0;100;93.67;6.33;0.62;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;090_A68.d;3.234;1637173;422003;121286;25236;7346;1858;0;0;0;0;0;0;0;0;0;0;0;2214901;90.29;5.65;3.33;0.45;0.23;0.05;0;0;0;0;0;0;0;0;0;0;0;100;90.29;9.71;0.93;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;091_A69.d;3.236;1747112;412130;162561;27709;6309;0;0;0;0;0;0;0;0;0;0;0;0;2355821;90.58;3.62;5.47;0.17;0.15;0;0;0;0;0;0;0;0;0;0;0;0;100;90.58;9.42;0.98;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;092_A70.d;3.234;2660956;647729;140156;27806;8048;0;0;0;1240;0;0;0;0;0;0;0;0;3485934;93.28;4.52;1.65;0.34;0.16;0;0;0;0.05;0;0;0;0;0;0;0;0;100;93.28;6.72;0.62;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;093_QC_7.d;3.235;2589944;630710;102240;21991;4516;0;0;0;0;0;0;0;0;1377;0;0;0;3350778;94.49;4.61;0.4;0.38;0.06;0;0;0;0;0;0;0;0;0.06;0;0;0;100;94.49;5.51;0.47;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;094_A71.d;3.233;1393833;349593;92826;16123;0;0;0;0;0;0;0;0;0;0;0;0;0;1852375;91.87;5.11;2.81;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;91.87;8.13;0.71;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;095_A72.d;3.238;878168;210882;28019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1117069;95.7;4.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.7;4.3;0.27;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;096_A73.d;3.233;1785564;417594;59596;5706;0;0;0;0;0;0;0;0;0;0;0;0;0;2268460;96.24;3.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.24;3.76;0.24;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;097_A74.d;3.244;533002;172881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;705883;89.18;10.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;89.18;10.82;0.68;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;098_A75.d;3.236;948026;222373;0;0;0;0;0;0;0;0;3390;0;0;0;0;0;0;1173788;96.38;3.24;0;0;0;0;0;0;0;0;0.38;0;0;0;0;0;0;100;96.38;3.62;0.44;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;099_A76.d;3.244;799702;196381;0;18892;5880;0;0;0;0;0;0;0;0;0;0;0;0;1020855;93.58;4.16;0;1.91;0.35;0;0;0;0;0;0;0;0;0;0;0;0;100;93.58;6.42;0.71;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;100_A77.d;3.236;925894;229006;31620;8958;0;0;0;0;0;0;0;0;0;0;1572;0;0;1197049;94.33;4.95;0;0.54;0;0;0;0;0;0;0;0;0;0;0.18;0;0;100;94.33;5.67;0.57;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;101_A78.d;3.237;801178;169557;50277;9057;3083;0;0;0;0;0;0;0;0;0;0;0;0;1033153;94.8;1.51;3.23;0.23;0.23;0;0;0;0;0;0;0;0;0;0;0;0;100;94.8;5.2;0.6;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;102_A79.d;3.239;1821437;423150;42842;15545;9937;0;0;0;0;0;0;0;0;0;0;0;0;2312911;95.68;3.43;0;0.48;0.42;0;0;0;0;0;0;0;0;0;0;0;0;100;95.68;4.32;0.41;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;103_A80.d;3.241;1784962;441567;98437;13726;0;1986;0;0;0;0;0;0;0;0;0;0;0;2340677;93.16;4.88;1.83;0.03;0;0.1;0;0;0;0;0;0;0;0;0;0;0;100;93.16;6.84;0.57;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;104_QC_8.d;3.234;2541568;640122;101763;17202;5115;0;0;0;0;0;0;0;0;0;0;0;0;3305769;93.99;5.38;0.31;0.2;0.12;0;0;0;0;0;0;0;0;0;0;0;0;100;93.99;6.01;0.44;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;105_A81.d;3.238;3706497;855511;108164;0;748;0;0;0;0;0;0;0;0;0;0;0;0;4670920;96.59;3.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.59;3.41;0.21;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;106_A82.d;3.233;3746539;872476;90418;24728;4917;0;0;0;0;0;0;0;0;0;0;0;0;4739079;96.14;3.51;0;0.3;0.05;0;0;0;0;0;0;0;0;0;0;0;0;100;96.14;3.86;0.29;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;107_A83.d;3.237;2077206;505307;56645;7487;0;0;0;0;0;0;0;0;0;0;0;0;0;2646644;95.49;4.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.49;4.51;0.28;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;108_A84.d;3.234;2803198;676355;92617;10796;0;0;0;0;0;0;0;0;0;0;0;0;0;3582965;95.57;4.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.57;4.43;0.28;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;109_A85.d;3.231;2889591;692441;71547;3445;894;0;0;0;0;0;0;0;0;0;0;0;0;3657918;95.87;4.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.87;4.13;0.26;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;110_A86.d;3.239;5107442;1291802;254382;37851;11549;0;0;0;0;0;0;0;0;0;0;0;0;6703026;93.13;5.41;1.22;0.1;0.13;0;0;0;0;0;0;0;0;0;0;0;0;100;93.13;6.87;0.54;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;111_A87.d;3.236;5724224;1292912;190277;18309;6814;0;0;0;0;0;0;0;0;0;2621;0;0;7235157;96.74;3;0.12;0;0.09;0;0;0;0;0;0;0;0;0;0.05;0;0;100;96.74;3.26;0.27;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;112_A88.d;3.236;3088555;789609;81071;16098;0;0;0;0;0;0;0;0;0;0;0;0;0;3975333;94.32;5.58;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.32;5.68;0.37;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;113_A89.d;3.233;5194790;1214341;156112;21956;1904;0;0;0;2174;0;0;0;0;0;0;0;0;6591276;96.2;3.7;0;0.06;0;0;0;0;0.04;0;0;0;0;0;0;0;0;100;96.2;3.8;0.26;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;114_A90.d;3.238;3098233;796264;189465;36229;7646;0;0;0;0;0;0;0;0;0;0;0;0;4127838;91.71;5.69;2.19;0.32;0.09;0;0;0;0;0;0;0;0;0;0;0;0;100;91.71;8.29;0.71;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;115_QC_8.d;3.234;2563880;622562;55779;13857;5490;0;0;0;0;0;0;0;0;0;0;0;0;3261568;95.33;4.36;0;0.16;0.15;0;0;0;0;0;0;0;0;0;0;0;0;100;95.33;4.67;0.34;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;116_A91.d;3.239;2568358;692184;132922;16220;5854;0;0;0;0;0;0;0;0;3074;0;0;0;3418610;91.75;6.88;1.1;0;0.15;0;0;0;0;0;0;0;0;0.12;0;0;0;100;91.75;8.25;0.71;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;117_A92.d;3.235;1203371;327258;85026;0;6379;0;0;0;0;0;0;0;0;0;0;0;0;1622034;90.04;6.95;2.62;0;0.39;0;0;0;0;0;0;0;0;0;0;0;0;100;90.04;9.96;0.86;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;118_A93.d;3.235;1102878;247307;62843;10629;0;0;0;0;0;0;0;0;0;0;0;0;0;1423657;94.66;2.73;2.44;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;100;94.66;5.34;0.51;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;119_A94.d;3.235;1891964;427659;116842;0;5777;0;0;0;0;0;0;0;0;0;0;0;0;2442242;94.18;2.89;2.72;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;100;94.18;5.82;0.57;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;120_A95.d;3.239;1525666;349840;49349;3160;2973;0;0;0;0;0;0;0;0;0;1516;0;0;1932503;96.41;3.32;0;0;0.16;0;0;0;0;0;0;0;0;0;0.11;0;0;100;96.41;3.59;0.34;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;121_A96.d;3.232;1823761;410828;105689;20921;5834;0;0;0;0;0;0;0;0;0;0;0;0;2367032;94.18;2.82;2.5;0.34;0.17;0;0;0;0;0;0;0;0;0;0;0;0;100;94.18;5.82;0.59;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;122_A97.d;3.238;1456565;357600;82860;22010;4741;0;0;0;0;0;0;0;2745;0;0;0;0;1926522;92.33;4.66;1.99;0.71;0.11;0;0;0;0;0;0;0;0.2;0;0;0;0;100;92.33;7.67;0.85;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;123_A98.d;3.238;1248550;307239;81105;15157;4741;0;0;0;0;0;0;0;0;0;0;0;0;1656791;92.07;4.68;2.74;0.29;0.21;0;0;0;0;0;0;0;0;0;0;0;0;100;92.07;7.93;0.74;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;124_A99.d;3.239;2812060;738450;187938;33721;7548;0;0;0;0;0;0;0;0;0;0;0;0;3779718;90.88;6.15;2.6;0.26;0.11;0;0;0;0;0;0;0;0;0;0;0;0;100;90.88;9.12;0.79;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;125_A100.d;3.233;1547621;354531;62430;7660;2816;0;0;0;0;0;1626;0;0;0;0;0;0;1976685;95.73;3.27;0.76;0.01;0.13;0;0;0;0;0;0.11;0;0;0;0;0;0;100;95.73;4.27;0.4;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;126_QC_9.d;3.232;2564218;634086;96381;13087;3555;0;0;0;0;0;0;0;0;0;0;0;0;3311327;94.69;4.99;0.16;0.08;0.08;0;0;0;0;0;0;0;0;0;0;0;0;100;94.69;5.31;0.37;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;127_A101.d;3.233;347445;76002;0;5001;3631;1136;0;0;0;0;0;0;0;0;0;0;0;433216;96.16;1.76;0;1.09;0.83;0.17;0;0;0;0;0;0;0;0;0;0;0;100;96.16;3.84;0.57;;;;;;;;;;;;;;;;;;;;
citrulline-AccQ;;10;128_A102.d;3.236;235243;53063;2799;3272;0;0;0;0;0;0;0;0;0;0;0;0;0;294377;96.37;2.61;0;1.02;0;0;0;0;0;0;0;0;0;0;0;0;0;100;96.37;3.63;0.35;;;;;;;;;;;;;;;;;;;;
